LoopID.Segment ID,Segment Name,Element Description,Enumeration Values,Integration Plus Table  Name.Column Name,Mapping Logic
2100A.PER03,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2100A.PER04,Communication Number,,,Enr_Communication_Numbers.E-Mail_Address,If 2100A.PER03 is EM
.,,,,Enr_Communication_Numbers.Alternate_TeIepnone,If 2100A.PER03 is AP
.,,,,Enr_Communication_Numbers.Beeper,If 2100A.PER03 is BN
.,,,,Enr_Communication_Numbers.Cellular_Phone,If 2100A.PER03 is CP
.,,,,Enr_Communication_Numbers.Telephone_Extension,If 2100A.PER03 is EX
.,,,,Enr_Communication_Numbers.Facsimile,If 2100A.PER03 is FX
.,,,,Enr_Communication_Numbers.Home_Phone,If 2100A.PER03 is HP
.,,,,Enr_Communication_Numbers.Telephone,If 2100A.PER03 is TE
.,,,,Enr_Communication_Numbers.Work_Phone,If 2100A.PER03 is WP
2100A.PER05,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2100A.PER06,Communication Number,,,Enr_Communication_Numbers.E-Mail_Address,If 2100A.PER05 is EM
.,,,,Enr_Communication_Numbers.Alternate_TeIepnone,If 2100A.PER05 is AP
.,,,,Enr_Communication_Numbers.Beeper,If 2100A.PER05 is BN
.,,,,Enr_Communication_Numbers.Cellular_Phone,If 2100A.PER05 is CP
.,,,,Enr_Communication_Numbers.Telephone_Extension,If 2100A.PER05 is EX
.,,,,Enr_Communication_Numbers.Facsimile,If 2100A.PER05 is FX
.,,,,Enr_Communication_Numbers.Home_Phone,If 2100A.PER05 is HP
.,,,,Enr_Communication_Numbers.Telephone,If 2100A.PER05 is TE
.,,,,Enr_Communication_Numbers.Work_Phone,If 2100A.PER05 is WP
2100A.PER07,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2100A.PER08,Communication Number,,,Enr_Communication_Numbers.E-Mail_Address,If 2100A.PER07 is EM
.,,,,Enr_Communication_Numbers.Alternate_TeIepnone,If 2100A.PER07 is AP
.,,,,Enr_Communication_Numbers.Beeper,If 2100A.PER07 is BN
.,,,,Enr_Communication_Numbers.Cellular_Phone,If 2100A.PER07 is CP
.,,,,Enr_Communication_Numbers.Telephone_Extension,If 2100A.PER07 is EX
.,,,,Enr_Communication_Numbers.Facsimile,If 2100A.PER07 is FX
.,,,,Enr_Communication_Numbers.Home_Phone,If 2100A.PER07 is HP
.,,,,Enr_Communication_Numbers.Telephone,If 2100A.PER07 is TE
.,,,,Enr_Communication_Numbers.Work_Phone,If 2100A.PER07 is WP
2100A.N3,Members Residence street Address,A record is inserted into Enr_Address table for Members Residence address (2100A.N3),,,
2100A.N301,Members Address Line 1,,,Enr_Address.Address_Line_1,
2100A.N302,Members Address Line 2,,,Enr_Address.Address_Line_2,
2100A.N4,"Members City, State, and Zip Code",,,,
2100A.N401,City Name,,,Enr_Address.City,
2100A.N402,State or Province Code,,,Enr_Address.State_Or_Province_Code,
2100A.N403,Postal Code,,,Enr_Address.Postal_Code,
2100A.N404,Country Code,,,Enr_Address.Country_Code,
2100A.N405,Location Qualifier,,"60 Area
CY County/Parish",,
2100A.N406,Location Identifier,,,Enr_Address.Location_Identification,
2100A.N407,Country Subdivision Code,,,,
2100A.DMG,Member Demographics,,,,
2100A.DMG01,Date Time Period Format Qualifier,,D8 :Date Expressed in Format CCYYMMDD,,
2100A.DMG02,Member Birth Date,Member Birth Date,,Enr_Member.Date_Of_Birth,
2100A.DMG03,Gender Code,,"F : Female
M :Male
U :Unknown",Enr_Member.Gender_Code,
2100A.DMG04,Marital Status Code,,"B :Registered Domestic Partner
D :Divorced
I :Single
M : Married
R :Unreported
S :Separated",Enr_Member.Marital_Status_Code,
2100A.DMG05,"COMPOSITE RACE OR ETHNICITY
INFORMATION",To send general and detailed information on race or ethnicity,,A record is inserted into Member_Race_Or_Ethnicity table for each occurrence of 2100A.DMG05,
2100A.DMG05-1,Race or Ethnicity Code,,,Enr_Member_Race_Or_Ethnicity.Race_Or_Ethnicity_Code,
2100A.DMG05-2,Race or Ethnicity Code,,RET : Classification of Race or Ethnicity,,
2100A.DMG05-3,Industry Code,Classification of Race or Ethnicity,,Enr_Member_Race_Or_Ethnicity.Race_Or_Ethnicity_Classification,
2100A.DMG06,Citizenship Status Code,,"1 U.S. Citizen
2 Non-Resident Alien
3 Resident Alien
4 Illegal Alien
5 Alien
6 U.S. Citizen - Non-Resident
7 U.S. Citizen - Resident",Enr_Member.Citizenship_Status_Code,
2100A.AMT,Member Policy Amounts,,,,
2100A.AMT01,Amount Qualifier Code,,,,
2100A.AMT02,Monetary Amount,,,,
2100A.HLH,Member Health Information,,,,
2100A.HLH01,Health Related Code,,"U 	Unknown
N 	None
S 	Substance Abuse
T 	Tobacco Use
X 	Tobacco and Substance Abuse",Enr_Member.Smoking _ Status_Code,
2100A.HLH02,Height,Member Height,,,
2100A.HLH03,Weight,Member Weight,,,
2100A.LUI,Member Language   Segment Repeat  > 1,A record is inserted into Enr_Member_Language table for each repetition of Member Language segment   (2100A.LUI),,,
2100A.LUI01,Identification Code Qualifier,,"LD NISO Z39.53 Language Codes
LE ISO 639 Language Codes",,
2100A.LUI02,Identification Code,Language Code,,Enr_Member_Language.Language_Code,
2100A.LUI03,Description,Language Description,,Enr_Member_Language.Language_Description,
2100A.LUI04,Language Indicator,Language Use Indicator,"5 = Language Reading
6 = Language Writing
7 = Language Speaking
8 = Native Language",Enr_Member_Language.Language_Indicator,
2100A.LUI05,Language Proficiency Indicator,,,,
2100B — INCORRECT MEMBER NAME Loop Repeat: 1,,,,,
2100B.NM1,Incorrect Member Name,,,,
2100B.NM101,Entity Identifier Code,,70 : Prior Incorrect Insured,,
2100B.NM102,Entity Type Qualifier,,1: Person,,
2100B.NM103,Member Last Name,Prior Incorrect Member Last Name,,,
2100B.NM104,Member First Name,Prior Incorrect Member First Name,,,
2100B.NM105,Member Middle Name,Prior Incorrect Member Middle Name,,,
2100B.NM106,Member Name Prefix,Prior Incorrect Member Name Prefix,,,
2100B.NM107,Member Name Suffix,Prior Incorrect Member Name Suffix,,,
2100B.NM108,ID Code Qualifier,,"34: SSN
ZZ: Mutually Defined",,
2100B.NM109,ID Code,Prior Incorrect Insured Identifier,,,
2100B.DMG,Incorrect Member Demographics,,,,
2100B.DMG01,Date Time Period Format Qualifier,,D8 : Date Expressed in Format CCYYMMDD,,
2100B.DMG02,Member Birth Date,Prior Incorrect Insured Birth Date,,,
2100B.DMG03,Gender Code,Prior Incorrect Insured Gender Code,,,
2100B.DMG04,Marital Status,,,,
2100B.DMG05,Race or Ethnicity,,,,
2100B.DMG06,Citizenship Status Code,,,,
2100B.DMG10,Code List Qualifier Code,,,,
2100B.DMG11,Industry Code,,,,
2100C — MEMBER MAILING ADDRESS Loop Repeat: 1   A record is inserted into Enr_Address table for Member Mailing address (2100C),,,,,
2100C.NM1,MEMBER MAILING ADDRESS,,,,
2100C.NM101,Entity Identifier Code,,31: Postal Mailing Address,,
2100C.NM102,Entity Type Qualifier,,1: Person,,
2100C.N3,MEMBER MAIL STREET ADDRESS,,,,
2100C.N301,Member Address Line,,,Enr_Address.Address_Line_1,
2100C.N302,Member Address Line 2,,,Enr_Address.Address_Line_2,
2100C.N4,"MEMBER MAIL CITY, STATE, ZIP CODE",,,,
2100C.N401,Member City Name,,,Enr_Address.City,
2100C.N402,Member State Code,,,Enr_Address.State_Or_Province_Code,
2100C.N403,Member ZIP Code,,,Enr_Address.Postal_Code,
2100C.N404,Member Country Code,,,Enr_Address.Country_Code,
2100F — CUSTODIAL PARENT Loop Repeat: 1   A record is inserted into Enr_Member_Custodial_Parent table for 2100F loop.,,,,,
2100F.NM1,Custodial Parent  Loop Repeat = 1,,,,
2100F.NM101,Entity Identifier Code,,S3 : Custodial Parent,,
2100F.NM102,Entity Type Qualifier,,1 = Person,,
2100F.NM103,Name Last or Organization Name,Custodial Parent Last Name,,Enr_Member_Custodial_Parent.Last_Name,
2100F.NM104,Name First,Custodial Parent  First Name,,Enr_Member_Custodial_Parent.First_Name,
2100F.NM105,Name Middle,Custodial Parent Middle Name,,Enr_Member_Custodial_Parent.Middle_Name,
2100F.NM106,Name Prefix,,,Enr_Member_Custodial_Parent.Prefix,
2100F.NM107,Name Suffix,,,Enr_Member_Custodial_Parent.Suffix,
2100F.NM108,Identification Code Qualifier,,"34 = Social Security Number
ZZ Mutually Defined",,
2100F.NM109,Subscriber Identifier,Custodial Parent Identifier,,Enr_Member_Custodial_Parent.Identification_Code,
2100F.PER,Custodial Parent  Communications Numbers,A record is inserted into Enr_Communication_Numbers table for Custodial Parent Communications Numbers (2100F.PER),,,
2100F.PER01,Contact Function Code,,PQ : Parent or Guardian,,
2100F.PER02,Name,,,,
2100F.PER03,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2100F.PER04,Communication Number,,,Enr_Communication_Numbers.E-Mail_Address,If 2100F.PER03 is EM
.,,,,Enr_Communication_Numbers.Alternate_TeIepnone,If 2100F.PER03 is AP
.,,,,Enr_Communication_Numbers.Beeper,If 2100F.PER03 is BN
.,,,,Enr_Communication_Numbers.Cellular_Phone,If 2100F.PER03 is CP
.,,,,Enr_Communication_Numbers.Telephone_Extension,If 2100F.PER03 is EX
.,,,,Enr_Communication_Numbers.Facsimile,If 2100F.PER03 is FX
.,,,,Enr_Communication_Numbers.Home_Phone,If 2100F.PER03 is HP
.,,,,Enr_Communication_Numbers.Telephone,If 2100F.PER03 is TE
.,,,,Enr_Communication_Numbers.Work_Phone,If 2100F.PER03 is WP
2100F.PER05,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2100F.PER06,Communication Number,,,Enr_Communication_Numbers.E-Mail_Address,If 2100F.PER05 is EM
.,,,,Enr_Communication_Numbers.Alternate_TeIepnone,If 2100F.PER05 is AP
.,,,,Enr_Communication_Numbers.Beeper,If 2100F.PER05 is BN
.,,,,Enr_Communication_Numbers.Cellular_Phone,If 2100F.PER05 is CP
.,,,,Enr_Communication_Numbers.Telephone_Extension,If 2100F.PER05 is EX
.,,,,Enr_Communication_Numbers.Facsimile,If 2100F.PER05 is FX
.,,,,Enr_Communication_Numbers.Home_Phone,If 2100F.PER05 is HP
.,,,,Enr_Communication_Numbers.Telephone,If 2100F.PER05 is TE
.,,,,Enr_Communication_Numbers.Work_Phone,If 2100F.PER05 is WP
2100F.PER07,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2100F.PER08,Communication Number,,,Enr_Communication_Numbers.E-Mail_Address,If 2100F.PER07 is EM
.,,,,Enr_Communication_Numbers.Alternate_TeIepnone,If 2100F.PER07 is AP
.,,,,Enr_Communication_Numbers.Beeper,If 2100F.PER07 is BN
.,,,,Enr_Communication_Numbers.Cellular_Phone,If 2100F.PER07 is CP
.,,,,Enr_Communication_Numbers.Telephone_Extension,If 2100F.PER07 is EX
.,,,,Enr_Communication_Numbers.Facsimile,If 2100F.PER07 is FX
.,,,,Enr_Communication_Numbers.Home_Phone,If 2100F.PER07 is HP
.,,,,Enr_Communication_Numbers.Telephone,If 2100F.PER07 is TE
.,,,,Enr_Communication_Numbers.Work_Phone,If 2100F.PER07 is WP
2100F.N3,Custodial Parent Street Address,A record is inserted into Address table for Custodial Parent Address,,,
2100F.N301,Address Information,,,Enr_Address.Address_Line_1,
2100F.N302,Address Information,,,Enr_Address.Address_Line_2,
2100F.N4,"Custodial Parent City, State, and Zip Code",,,,
2100F.N401,City Name,Member's City Name,,Enr_Address.City,
2100F.N402,State or Province Code,State,,Enr_Address.State_Or_Province_Code,
2100F.N403,Postal Code,Postal Code,,Enr_Address.Postal_Code,
2100F.N404,Country Code,"If Country Code Not Equal to USA, then populate element",,Enr_Address.Country_Code,
2100F.N407,Country Subdivision Code,,,,
2100G — RESPONSIBLE PERSON Loop Repeat: 13     A record is inserted into Enr_Member_Responsible_Party  table  for each occrence of 2100G loop.,,,,,
2100G.NM1,Responsible Person Segment repeat = 1,,,,
2100G.NM101,Entity Identifier Code,,"GD :guardian
QD :responsible party
6Y :Case Manager
9K :Key Person
E1 :Person or Other Entity Legally Responsible for a
Child
J6 :Power of Attorney
LR :Legal Representative

S1 :Parent
TZ :Significant Other
X4 :Spouse
EI :Executor of Estate
EXS : Ex-spouse",Enr_Member_Responsible_Party.Member_Responsible_Party_Type,
2100G.NM102,Entity Type Qualifier,,1 = Person,,
2100G.NM103,Name Last or Organization Name,Responsible Person Last Name,,Enr_Member_Responsible_Party.Last_Name,
2100G.NM104,Name First,Responsible Person  First Name,,Enr_Member_Responsible_Party.First_Name,
2100G.NM105,Name Middle,Responsible Person Middle Name,,Enr_Member_Responsible_Party.Middle_Name,
2100G.NM106,Name Prefix,,,Enr_Member_Responsible_Party.Prefix,
2100G.NM107,Name Suffix,,,Enr_Member_Responsible_Party.Suffix,
2100G.NM108,Identification Code Qualifier,,"34 : Social Security Number
ZZ Mutually Defined",,
2100G.NM109,Subscriber Identifier,Responsible Party Identifier,,Enr_Member_Responsible_Party.Identification_Code,
2100G.PER,Responsible Person Communications Numbers,A record is inserted into Enr_Communication_Numbers table for Responsible person Communications Numbers (2100G.PER),,,
2100G.PER01,Contact Function Code,,RP : Responsible Person,,
2100G.PER03,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2100G.PER04,Communication Number,,,Enr_Communication_Numbers.E-Mail_Address,If 2100G.PER03 is EM
.,,,,Enr_Communication_Numbers.Alternate_TeIepnone,If 2100G.PER03 is AP
.,,,,Enr_Communication_Numbers.Beeper,If 2100G.PER03 is BN
.,,,,Enr_Communication_Numbers.Cellular_Phone,If 2100G.PER03 is CP
.,,,,Enr_Communication_Numbers.Telephone_Extension,If 2100G.PER03 is EX
.,,,,Enr_Communication_Numbers.Facsimile,If 2100G.PER03 is FX
.,,,,Enr_Communication_Numbers.Home_Phone,If 2100G.PER03 is HP
.,,,,Enr_Communication_Numbers.Telephone,If 2100G.PER03 is TE
.,,,,Enr_Communication_Numbers.Work_Phone,If 2100G.PER03 is WP
2100G.PER05,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2100G.PER06,Communication Number,,,Enr_Communication_Numbers.E-Mail_Address,If 2100G.PER05 is EM
.,,,,Enr_Communication_Numbers.Alternate_TeIepnone,If 2100G.PER05 is AP
.,,,,Enr_Communication_Numbers.Beeper,If 2100G.PER05 is BN
.,,,,Enr_Communication_Numbers.Cellular_Phone,If 2100G.PER05 is CP
.,,,,Enr_Communication_Numbers.Telephone_Extension,If 2100G.PER05 is EX
.,,,,Enr_Communication_Numbers.Facsimile,If 2100G.PER05 is FX
.,,,,Enr_Communication_Numbers.Home_Phone,If 2100G.PER05 is HP
.,,,,Enr_Communication_Numbers.Telephone,If 2100G.PER05 is TE
.,,,,Enr_Communication_Numbers.Work_Phone,If 2100G.PER05 is WP
2100G.PER07,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2100G.PER08,Communication Number,,,Enr_Communication_Numbers.E-Mail_Address,If 2100G.PER07 is EM
.,,,,Enr_Communication_Numbers.Alternate_TeIepnone,If 2100G.PER07 is AP
.,,,,Enr_Communication_Numbers.Beeper,If 2100G.PER07 is BN
.,,,,Enr_Communication_Numbers.Cellular_Phone,If 2100G.PER07 is CP
.,,,,Enr_Communication_Numbers.Telephone_Extension,If 2100G.PER07 is EX
.,,,,Enr_Communication_Numbers.Facsimile,If 2100G.PER07 is FX
.,,,,Enr_Communication_Numbers.Home_Phone,If 2100G.PER07 is HP
.,,,,Enr_Communication_Numbers.Telephone,If 2100G.PER07 is TE
.,,,,Enr_Communication_Numbers.Work_Phone,If 2100G.PER07 is WP
